Gene,GO,UniProt
TRIM25,GO:0003723,Q14258
TRIM25,GO:0050839,Q14258
TRIM25,GO:0045296,Q14258
TRIM28,GO:0003723,Q13263
TRIM28,GO:0044389,Q13263
TRIM28,GO:0031625,Q13263
TRIM28,GO:0019789,Q13263
TRIM29,GO:0050839,Q14134
TRIM29,GO:0045296,Q14134
TRIM29,GO:0002039,Q14134
TRIM29,GO:0098641,Q14134
TRIM3,GO:0008022,O75382
TRIM32,GO:0003723,Q13049
TRIM32,GO:0032182,Q13049
TRIM32,GO:0043130,Q13049
TRIM32,GO:0031369,Q13049
TRIM37,GO:0044389,O94972
TRIM37,GO:0031625,O94972
TRIM71,GO:0003723,Q2Q1W2
TRIM71,GO:0061980,Q2Q1W2
TRIM71,GO:0035198,Q2Q1W2
TRIOBP,GO:0044389,Q9H2D6
TRIOBP,GO:0031625,Q9H2D6
TRIOBP,GO:0031267,Q9H2D6
TRIP11,GO:0031267,Q15643
TRIP12,GO:0046966,Q14669
TRIP4,GO:0044389,Q15650
TRIP4,GO:0002020,Q15650
TRIP6,GO:0003723,Q15654
TRIP6,GO:0046966,Q15654
TRMT1,GO:0003723,Q9NXH9
TRMT10A,GO:0003723,Q8TBZ6
TRMT10C,GO:0003723,Q7L0Y3
TRMT2A,GO:0003723,Q8IZ69
TRNAU1AP,GO:0003723,Q9NX07
TRNT1,GO:0003723,Q96Q11
TRPV4,GO:0005080,Q9HBA0
TRUB1,GO:0003723,Q8WWH5
TRUB2,GO:0003723,O95900
TSC1,GO:0031072,Q92574
TSC1,GO:0051087,Q92574
TSC1,GO:0047485,Q92574
TSC1,GO:0060590,Q92574
TSC1,GO:0051879,Q92574
TSC2,GO:0031267,P49815
TSC2,GO:0031072,P49815
TSC2,GO:0051879,P49815
TSFM,GO:0003723,P43897
TSFM,GO:0008135,P43897
TSFM,GO:0003746,P43897
TSG101,GO:0044389,Q99816
TSG101,GO:0031625,Q99816
TSG101,GO:0032182,Q99816
TSG101,GO:0043130,Q99816
TSG101,GO:0030374,Q99816
TSN,GO:0003723,Q15631
TSN,GO:0003697,Q15631
TSNARE1,GO:0005484,Q96NA8
TSPAN8,GO:0050839,P19075
TSR1,GO:0003723,Q2NL82
TSR1,GO:0030515,Q2NL82
TST,GO:0003723,Q16762
TST,GO:0019843,Q16762
TTBK2,GO:0048156,Q8IWY7
TTBK2,GO:0019894,Q8IWY7
TTC1,GO:0051082,Q99614
TTC4,GO:0031072,O95801
TTC4,GO:0051879,O95801
TTF2,GO:0004386,Q9UNY4
TTF2,GO:0008094,Q9UNY4
TTK,GO:0004713,P33981
TTK,GO:0004712,P33981
TTN,GO:0004713,Q8WZ42
TTN,GO:0002020,Q8WZ42
TUBA1B,GO:0003723,P68363
TUBA1B,GO:0044389,P68363
TUBA1B,GO:0031625,P68363
TUBA1B,GO:0003725,P68363
TUBB,GO:0044389,Q5JP53
TUBB,GO:0031625,Q5JP53
TUBB4B,GO:0003723,P68371
TUBB4B,GO:0051082,P68371
TUBB4B,GO:0003725,P68371
TUBGCP2,GO:0043015,Q9BSJ2
TUBGCP2,GO:0051011,Q9BSJ2
TUBGCP3,GO:0043015,Q96CW5
TUBGCP3,GO:0051011,Q96CW5
TUBGCP4,GO:0043015,Q9UGJ1
TUBGCP4,GO:0051011,Q9UGJ1
TUBGCP5,GO:0043015,Q96RT8
TUBGCP5,GO:0051011,Q96RT8
TUBGCP6,GO:0043015,Q96RT7
TUBGCP6,GO:0051011,Q96RT7
TUFM,GO:0003723,P49411
TUFM,GO:0008135,P49411
TUFM,GO:0003746,P49411
TUT1,GO:0003723,Q9H6E5
TUT1,GO:0003729,Q9H6E5
TUT1,GO:0017069,Q9H6E5
TUT1,GO:0017070,Q9H6E5
TWF1,GO:0050839,Q12792
TWF1,GO:0045296,Q12792
TWIST1,GO:0043425,Q15672
TXK,GO:0004713,P42681
TXK,GO:0004715,P42681
TXN,GO:0003723,P10599
TXNDC9,GO:0050839,O14530
TXNDC9,GO:0045296,O14530
TXNIP,GO:0044389,Q9H3M7
TXNIP,GO:0031625,Q9H3M7
TYK2,GO:0004713,P29597
TYK2,GO:0004715,P29597
TYMS,GO:0003723,P04818
TYMS,GO:0003729,P04818
TYSND1,GO:0002020,Q2T9J0
TYW1,GO:0051539,Q9NV66
U2AF1,GO:0003723,Q01081
U2AF1,GO:0036002,Q01081
U2AF1L4,GO:0003723,Q8WU68
U2AF1L4,GO:0036002,Q8WU68
U2AF2,GO:0003723,P26368
U2AF2,GO:0003727,P26368
U2AF2,GO:0036002,P26368
U2SURP,GO:0003723,O15042
UBA1,GO:0003723,P22314
UBA2,GO:0032182,Q9UBT2
UBA2,GO:0032183,Q9UBT2
UBA52,GO:0044389,P62987
UBA52,GO:0031625,P62987
UBA52,GO:0003735,P62987
UBAP1,GO:0032182,Q9NZ09
UBAP1,GO:0043130,Q9NZ09
UBAP2,GO:0003723,Q5T6F2
UBAP2,GO:0050839,Q5T6F2
UBAP2,GO:0045296,Q5T6F2
UBAP2L,GO:0003723,Q14157
UBASH3B,GO:0044389,Q8TF42
UBASH3B,GO:0031625,Q8TF42
UBASH3B,GO:0051219,Q8TF42
UBB,GO:0044389,P0CG47
UBB,GO:0031625,P0CG47
UBC,GO:0003723,Q96C32
UBC,GO:0044389,Q96C32
UBC,GO:0031625,Q96C32
UBC,GO:0002020,Q96C32
UBE2A,GO:0044389,P49459
UBE2A,GO:0031625,P49459
UBE2B,GO:0044389,P63146
UBE2B,GO:0031625,P63146
UBE2C,GO:0044389,O00762
UBE2D1,GO:0044389,P51668
UBE2D1,GO:0031625,P51668
UBE2D4,GO:0044389,Q9Y2X8
UBE2D4,GO:0031625,Q9Y2X8
UBE2I,GO:0003723,P63279
UBE2I,GO:0019789,P63279
UBE2K,GO:0044389,P61086
UBE2K,GO:0031625,P61086
UBE2L3,GO:0003723,P68036
UBE2L3,GO:0044389,P68036
UBE2L3,GO:0031625,P68036
UBE2L3,GO:0055106,P68036
UBE2L6,GO:0044389,O14933
UBE2L6,GO:0031625,O14933
UBE2L6,GO:0032182,O14933
UBE2L6,GO:0043130,O14933
UBE2N,GO:0003723,F8VQQ8
UBE2N,GO:0044389,F8VQQ8
UBE2N,GO:0031625,F8VQQ8
UBE2N,GO:0032182,F8VQQ8
UBE2N,GO:0043130,F8VQQ8
UBE2O,GO:0003723,Q9C0C9
UBE2T,GO:0044389,Q9NPD8
UBE2T,GO:0031625,Q9NPD8
UBL4A,GO:0051087,P11441
UBR5,GO:0003723,O95071
UBR5,GO:0032182,O95071
UBR5,GO:0043130,O95071
UBTF,GO:0003723,P17480
UBTF,GO:0001047,P17480
UBTF,GO:0001046,P17480
UBXN1,GO:0044389,E9PRQ7
UBXN1,GO:0031625,E9PRQ7
UBXN1,GO:0032182,E9PRQ7
UBXN1,GO:0043130,E9PRQ7
UBXN11,GO:0032182,Q5T124
UBXN11,GO:0043130,Q5T124
UBXN2A,GO:0032182,P68543
UBXN2A,GO:0043130,P68543
UBXN8,GO:0060090,O00124
UBXN8,GO:0030674,O00124
UCHL1,GO:0044389,P09936
UCHL1,GO:0031625,P09936
UCHL1,GO:0032182,P09936
UCHL1,GO:0043130,P09936
UCHL5,GO:0003723,Q9Y5K5
UGGT1,GO:0051082,Q9NYU2
UGGT2,GO:0051082,Q9NYU1
ULK1,GO:0031267,O75385
UNC13B,GO:0031267,Q4LE73
UNC13D,GO:0031267,Q70J99
UNC45A,GO:0050839,Q9H3U1
UNC45A,GO:0045296,Q9H3U1
UNC45A,GO:0031072,Q9H3U1
UNC45A,GO:0051879,Q9H3U1
UNC45B,GO:0031072,Q8IWX7
UNC45B,GO:0051879,Q8IWX7
UNC50,GO:0003723,Q53HI1
UNG,GO:0043021,P13051
UNG,GO:0003684,P13051
UNG,GO:0043024,P13051
UNK,GO:0003723,Q9C0B0
UNK,GO:0003729,Q9C0B0
UNK,GO:0043021,Q9C0B0
UPF1,GO:0003723,Q92900
UPF1,GO:0004386,Q92900
UPF1,GO:0003724,Q92900
UPF2,GO:0003723,Q9HAU5
UQCRC1,GO:0044389,P31930
UQCRC1,GO:0031625,P31930
URB1,GO:0003723,O60287
URI1,GO:0051219,O94763
URI1,GO:0001098,O94763
URI1,GO:0001099,O94763
URI1,GO:0070063,O94763
URI1,GO:0000993,O94763
USF1,GO:0043425,P22415
USO1,GO:0003723,O60763
USO1,GO:0050839,O60763
USO1,GO:0045296,O60763
USP10,GO:0003723,Q14694
USP10,GO:0002039,Q14694
USP11,GO:0001224,P51784
USP13,GO:0044389,Q92995
USP13,GO:0031625,Q92995
USP13,GO:0032182,Q92995
USP13,GO:0051087,Q92995
USP13,GO:0043130,Q92995
USP15,GO:0046332,H0YHM4
USP17L24,GO:0003723,Q0WX57
USP19,GO:0044389,O94966
USP19,GO:0031625,O94966
USP19,GO:0031072,O94966
USP19,GO:0051879,O94966
USP2,GO:0044389,O75604
USP2,GO:0031625,O75604
USP25,GO:0044389,Q9UHP3
USP25,GO:0031625,Q9UHP3
USP25,GO:0032182,Q9UHP3
USP25,GO:0043130,Q9UHP3
USP25,GO:0032183,Q9UHP3
USP33,GO:0031267,Q8TEY7
USP36,GO:0003723,Q9P275
USP5,GO:0032182,P45974
USP5,GO:0043130,P45974
USP7,GO:0044389,Q93009
USP7,GO:0031625,Q93009
USP7,GO:0008022,Q93009
USP7,GO:0002039,Q93009
USP8,GO:0050839,P40818
USP8,GO:0045296,P40818
USP9X,GO:0046332,Q93008
USP9Y,GO:0046332,O00507
USPL1,GO:0032182,Q5W0Q7
USPL1,GO:0032183,Q5W0Q7
UTP14A,GO:0003723,Q9BVJ6
UTP18,GO:0003723,Q9Y5J1
UTP20,GO:0003723,O75691
UTP23,GO:0003723,Q9BRU9
UTP23,GO:0003729,Q9BRU9
UTP23,GO:0019843,Q9BRU9
UTP23,GO:0048027,Q9BRU9
UTP3,GO:0003723,Q9NQZ2
UTP6,GO:0003723,Q9NYH9
UTP6,GO:0030515,Q9NYH9
UTRN,GO:0050839,P46939
UTRN,GO:0017166,P46939
UVSSA,GO:0001098,Q2YD98
UVSSA,GO:0001099,Q2YD98
UVSSA,GO:0070063,Q2YD98
UVSSA,GO:0000993,Q2YD98
VAMP2,GO:0005484,P63027
VAMP3,GO:0005484,Q15836
VAMP7,GO:0005484,P51809
VAMP8,GO:0005484,Q9BV40
VAPA,GO:0050839,Q9P0L0
VAPA,GO:0045296,Q9P0L0
VAPB,GO:0050839,O95292
VAPB,GO:0045296,O95292
VARS2,GO:0004812,Q5ST30
VARS2,GO:0016875,Q5ST30
VASN,GO:0050839,Q6EMK4
VASN,GO:0045296,Q6EMK4
VASP,GO:0050839,P50552
VASP,GO:0045296,P50552
VAV1,GO:0051219,Q96D37
VAV1,GO:0045309,Q96D37
VAV1,GO:0001784,Q96D37
VAV2,GO:0051219,P52735
VAV2,GO:0045309,P52735
VAV2,GO:0001784,P52735
VBP1,GO:0051082,P61758
VCL,GO:0050839,P18206
VCL,GO:0045296,P18206
VCL,GO:0044389,P18206
VCL,GO:0031625,P18206
VCP,GO:0003723,P55072
VCP,GO:0044389,P55072
VCP,GO:0031625,P55072
VCP,GO:0019903,P55072
VCP,GO:0002020,P55072
VCP,GO:0016504,P55072
VCP,GO:0043531,P55072
VCP,GO:1990381,P55072
VHL,GO:0060090,I6RYK4
VHL,GO:0030674,I6RYK4
VIM,GO:0003723,B0YJC4
VIM,GO:0003725,B0YJC4
VPS11,GO:0060090,Q9H270
VPS11,GO:0030674,Q9H270
VPS18,GO:0060090,Q9P253
VPS18,GO:0030674,Q9P253
VPS28,GO:0032182,Q9UK41
VPS28,GO:0043130,Q9UK41
VPS36,GO:0008022,Q86VN1
VPS36,GO:0032182,Q86VN1
VPS36,GO:0043130,Q86VN1
VPS4A,GO:0008022,Q9UN37
VPS4B,GO:0008022,A0A024R2C5
VRK1,GO:0035173,Q99986
VRK3,GO:0019903,Q8IV63
VSIG10,GO:0050839,Q8N0Z9
VTI1A,GO:0005484,Q96AJ9
VTN,GO:0050839,P04004
VWF,GO:0050839,P04275
VWF,GO:0002020,P04275
VWF,GO:0051087,P04275
VWF,GO:0047485,P04275
WAC,GO:0001098,Q9BTA9
WAC,GO:0001099,Q9BTA9
WAC,GO:0070063,Q9BTA9
WAC,GO:0000993,Q9BTA9
WAS,GO:0031267,P42768
WASF1,GO:0031267,Q92558
WASF2,GO:0050839,Q9Y6W5
WASF2,GO:0045296,Q9Y6W5
WBP11,GO:0003723,Q9Y2W2
WBP11,GO:0003697,Q9Y2W2
WBP4,GO:0003723,O75554
WBP4,GO:0070064,O75554
WDR12,GO:0043021,Q9GZL7
WDR3,GO:0003723,Q9UNX4
WDR3,GO:0030515,Q9UNX4
WDR33,GO:0003723,Q9C0J8
WDR36,GO:0003723,Q8NI36
WDR46,GO:0003723,O15213
WDR48,GO:0003697,A0A024R2L1
WDR48,GO:0032182,A0A024R2L1
WDR48,GO:0043130,A0A024R2L1
WDR77,GO:0030374,Q9BQA1
WEE1,GO:0004713,P30291
WEE1,GO:0004715,P30291
WFS1,GO:0044389,O76024
WFS1,GO:0031625,O76024
WRN,GO:0004386,Q14191
WRN,GO:0003678,Q14191
WRN,GO:0003684,Q14191
WRNIP1,GO:0004386,Q96S55
WRNIP1,GO:0003678,Q96S55
WRNIP1,GO:0008094,Q96S55
WWC1,GO:0060090,Q8IX03
WWC2,GO:0060090,Q6AWC2
XPC,GO:0003697,Q01831
XPC,GO:0003684,Q01831
XPO1,GO:0003723,O14980
XPO1,GO:0140104,O14980
XPO1,GO:0140142,O14980
XPO4,GO:0140104,Q9C0E2
XPO4,GO:0140142,Q9C0E2
XPO5,GO:0003723,Q9HAV4
XPO5,GO:0003729,Q9HAV4
XPO5,GO:0031267,Q9HAV4
XPO5,GO:0043021,Q9HAV4
XPO5,GO:0140104,Q9HAV4
XPO5,GO:0140142,Q9HAV4
XPO6,GO:0140104,Q96QU8
XPO6,GO:0140142,Q96QU8
XPO7,GO:0140104,Q9UIA9
XPO7,GO:0140142,Q9UIA9
XPOT,GO:0003723,O43592
XRCC1,GO:0003684,P18887
XRCC3,GO:0008094,O43542
XRCC4,GO:0008022,Q13426
XRCC5,GO:0003723,P13010
XRCC5,GO:0044389,P13010
XRCC5,GO:0031625,P13010
XRCC5,GO:0008022,P13010
XRCC5,GO:0004386,P13010
XRCC5,GO:0003678,P13010
XRCC5,GO:0003684,P13010
XRCC5,GO:0008094,P13010
XRCC5,GO:0030515,P13010
XRCC6,GO:0003723,P12956
XRCC6,GO:0008022,P12956
XRCC6,GO:0004386,P12956
XRCC6,GO:0003678,P12956
XRCC6,GO:0003684,P12956
XRCC6,GO:0008094,P12956
XRN1,GO:0003723,Q8IZH2
XRN2,GO:0003723,Q9H0D6
YAP1,GO:0008022,P46937
YAP1,GO:0070064,P46937
YARS2,GO:0003723,Q9Y2Z4
YARS2,GO:0004812,Q9Y2Z4
YARS2,GO:0016875,Q9Y2Z4
YBX1,GO:0003723,P67809
YBX1,GO:0061980,P67809
YBX1,GO:0035198,P67809
YBX2,GO:0003723,Q9Y2T7
YBX3,GO:0003723,P16989
YBX3,GO:0003729,P16989
YBX3,GO:0031267,P16989
YBX3,GO:0043021,P16989
YEATS4,GO:0008022,O95619
YES1,GO:0004713,P07947
YES1,GO:0051219,P07947
YES1,GO:0045309,P07947
YES1,GO:0004715,P07947
YES1,GO:0001784,P07947
YKT6,GO:0050839,O15498
YKT6,GO:0045296,O15498
YKT6,GO:0005484,O15498
YTHDC2,GO:0003723,Q9H6S0
YTHDC2,GO:0004386,Q9H6S0
YTHDC2,GO:0003724,Q9H6S0
YTHDC2,GO:0070063,Q9H6S0
YTHDF1,GO:0003723,Q9BYJ9
YTHDF1,GO:0003729,Q9BYJ9
YTHDF1,GO:0043021,Q9BYJ9
YTHDF1,GO:0043022,Q9BYJ9
YTHDF2,GO:0003723,Q9Y5A9
YTHDF2,GO:0003729,Q9Y5A9
YTHDF3,GO:0003723,Q7Z739
YTHDF3,GO:0003729,Q7Z739
YTHDF3,GO:0043021,Q7Z739
YTHDF3,GO:0043022,Q7Z739
YWHAB,GO:0050839,P31946
YWHAB,GO:0045296,P31946
YWHAB,GO:0008022,P31946
YWHAB,GO:0051219,P31946
YWHAB,GO:0045309,P31946
YWHAE,GO:0003723,P62258
YWHAE,GO:0050839,P62258
YWHAE,GO:0045296,P62258
YWHAE,GO:0044389,P62258
YWHAE,GO:0031625,P62258
YWHAE,GO:0051219,P62258
YWHAE,GO:0045309,P62258
YWHAG,GO:0003723,P61981
YWHAG,GO:0030971,P61981
YWHAG,GO:0005080,P61981
YWHAQ,GO:0008022,P27348
YWHAQ,GO:0047485,P27348
YWHAQ,GO:0071889,P27348
YWHAZ,GO:0003723,P63104
YWHAZ,GO:0050839,P63104
YWHAZ,GO:0045296,P63104
YWHAZ,GO:0044389,P63104
YWHAZ,GO:0031625,P63104
YY1,GO:0003723,P25490
YY1,GO:0046332,P25490
ZAP70,GO:0004713,P43403
ZAP70,GO:0051219,P43403
ZAP70,GO:0045309,P43403
ZAP70,GO:0004715,P43403
ZAP70,GO:0001784,P43403
ZBED1,GO:0019789,O96006
ZBED4,GO:0003723,O75132
ZBP1,GO:0003723,Q9H171
ZBP1,GO:0003725,Q9H171
ZBTB16,GO:0008022,Q05516
ZBTB17,GO:0001047,Q13105
ZBTB17,GO:0001046,Q13105
ZC3H13,GO:0003723,Q5T200
ZC3H14,GO:0003723,Q6PJT7
ZC3H14,GO:0003727,Q6PJT7
ZC3H14,GO:0070717,Q6PJT7
ZC3H14,GO:0008143,Q6PJT7
ZC3H15,GO:0003723,F8WB26
ZC3H15,GO:0050839,F8WB26
ZC3H15,GO:0045296,F8WB26
ZC3H18,GO:0003723,Q86VM9
ZC3H4,GO:0003723,Q9UPT8
ZC3H7A,GO:0003723,Q8IWR0
ZC3H7A,GO:0061980,Q8IWR0
ZC3H7A,GO:0035198,Q8IWR0
ZC3H7B,GO:0003723,Q9UGR2
ZC3H7B,GO:0061980,Q9UGR2
ZC3H7B,GO:0035198,Q9UGR2
ZC3H8,GO:0003723,Q8N5P1
ZC3HAV1,GO:0003723,Q7Z2W4
ZC3HAV1,GO:0050839,Q7Z2W4
ZC3HAV1,GO:0045296,Q7Z2W4
ZCCHC17,GO:0003723,Q9NP64
ZCCHC3,GO:0003723,Q9NUD5
ZCCHC7,GO:0003723,Q8N3Z6
ZCCHC8,GO:0003723,Q6NZY4
ZCCHC9,GO:0003723,Q8N567
ZCRB1,GO:0003723,Q8TBF4
ZFR,GO:0003723,Q96KR1
ZFR,GO:0003725,Q96KR1
ZFR,GO:0003727,Q96KR1
ZFYVE16,GO:0005547,Q7Z3T8
ZMAT3,GO:0003723,Q9HA38
ZMYND10,GO:0060090,O75800
ZMYND10,GO:0044183,O75800
ZMYND8,GO:0047485,Q9ULU4
ZNF106,GO:0003723,Q9H2Y7
ZNF207,GO:0003723,O43670
ZNF239,GO:0003723,Q16600
ZNF326,GO:0003723,Q5BKZ1
ZNF326,GO:0001098,Q5BKZ1
ZNF326,GO:0001099,Q5BKZ1
ZNF326,GO:0070063,Q5BKZ1
ZNF326,GO:0000993,Q5BKZ1
ZNF346,GO:0003723,Q9UL40
ZNF346,GO:0003725,Q9UL40
ZNF346,GO:0061980,Q9UL40
ZNF346,GO:0035198,Q9UL40
ZNF385A,GO:0003723,Q96PM9
ZNF385A,GO:0003729,Q96PM9
ZNF385A,GO:0002039,Q96PM9
ZNF451,GO:0019789,Q9Y4E5
ZNF579,GO:0003723,Q8NAF0
ZNF598,GO:0003723,Q86UK7
ZNF598,GO:0043021,Q86UK7
ZNF598,GO:0043022,Q86UK7
ZNF622,GO:0003723,Q969S3
ZNF638,GO:0003723,Q14966
ZNF675,GO:0044389,Q8TD23
ZNF675,GO:0031625,Q8TD23
ZNF74,GO:0003723,Q16587
ZNF746,GO:0044389,Q6NUN9
ZNF746,GO:0031625,Q6NUN9
ZNF768,GO:0003723,Q9H5H4
ZNHIT6,GO:0001098,Q9NWK9
ZNHIT6,GO:0001099,Q9NWK9
ZNHIT6,GO:0001091,Q9NWK9
ZRANB2,GO:0003723,O95218
ZWINT,GO:0047485,O95229
ZYX,GO:0003723,H0Y2Y8
